InstanceId|Name|InstanceType|AvailabilityZone|VpcId|SubnetId|PrivateIpAddress|State|acc_id|Launch_date_Time|ImageId|Owner|CostCenter|ClarityID|Environment|APPType|OSType|BillingContact|InstanceState|Stack|ServerType|BackupID|SchedulerID|TerminationDate|Compliance|ExceptionList|ADJoined|CreationDate|ChargeID|SupportScope|Day2Operation|aws:cloudformation:logical-id|aws:cloudformation:stack-name|aws:autoscaling:groupName|aws:ec2:fleet-id|aws:ec2launchtemplate:id|aws:ec2launchtemplate:version|aws:eks:cluster-name|aws:elasticmapreduce:instance-group-role|aws:elasticmapreduce:job-flow-id|Component|RITM|ServiceNowCatalog|ServiceNowInstanceName|vmw:provisioning:blueprint|vmw:provisioning:blueprintResourceName|vmw:provisioning:blueprintVersion|vmw:provisioning:cloudZone|vmw:provisioning:constraints.placement|vmw:provisioning:deployment|vmw:provisioning:flavorMapping|vmw:provisioning:imageMapping|vmw:provisioning:org|vmw:provisioning:project|vmw:provisioning:requester|Purpose|SchedulerID-RITM
i-0ea52407efad0920d|GLUSVN-SD917414/ASG/ASG-GLASSBOX-ECSCLUSTER-USNV-DEV02-078|r6a.xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.131|running|866919043554|2024-04-26 07:25:48|ami-00ca41b56c53d7281|Commercial IT|430000474|046074|DEV|ASG|amazonlinux/2|SCURAED1|null|null|null|null|null|null|N|null|null|null|null|null|null|ECSAutoScalingGroup|GLASSBOX-ECS-NVSGISRSB-ECSEC2-CLUSTER-DEV02-078|ASG-GLASSBOX-ECSCLUSTER-USNV-DEV02-078|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-073904559bcc6b112|GLUSVN-SD917959|c6a.4xlarge|us-east-1a|vpc-557dde32|subnet-05d498409aae7bb4d|10.181.64.174|stopped|866919043554|2024-08-21 02:02:05|ami-0a4c91c586f3c8144|APD|null|050595|DEV|Amazon Elastic compute cloud/CentrifyY|windows/2019|MAMIDCH1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|Y|null|YES|01/10/2024|null|TIS|UTC:22/08/24-04:32:35-GHATEMI1-stop-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|6deb36e1-b9d0-42ca-a6f3-b2ad66f47b74|vRealize_Automation_Build_Cloud_AWS_EC2_Instance|1.0|a101f858-95ec-4148-ba80-d1077e7f284a|novartis-rsb-gb, rsb-us-east-1, rsb-us-east-1a|fee8af58-5efe-40d4-b7dc-c84b15ff5762|47c71584455c665ec06e6f44e757d8d9d8751858-system-instance|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0-beb5f537-3b47-4ff0-908b-22e659c0cce1|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0|35a9b8c9-cf1c-4575-ab90-7bf49fce1412|provisioning-dogckdvonakwotar@provisioning-client.local|null|RITM6068673
i-0a517713b047026bd|GLUSVN-SD917823|r6a.2xlarge|us-east-1a|vpc-557dde32|subnet-05d498409aae7bb4d|10.181.64.38|running|866919043554|2024-08-26 05:56:50|ami-03e3faa09e8e4c0e3|APD|null|046143|DEV|Amazon Elastic compute cloud/CentrifyY|redhat/7|KUMARP2R|null|null|null|EBS-AWSBKP-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|Y|null|YES|01/30/2024|null|TIS|UTC:15/05/24-06:35:22-SINHAAM7-start-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|c9c1fa10-c674-4d0b-862d-1d29fc46595c|vRealize_Automation_Build_Cloud_AWS_EC2_Instance|1.1|a101f858-95ec-4148-ba80-d1077e7f284a|novartis-rsb-gb, rsb-us-east-1, rsb-us-east-1a|9cf15b08-847f-49ab-bda6-b2075f9c8898|47c71584455c665ec06e6f44e757d8d9d8751858-system-instance|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0-beb5f537-3b47-4ff0-908b-22e659c0cce1|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0|35a9b8c9-cf1c-4575-ab90-7bf49fce1412|provisioning-dogckdvonakwotar@provisioning-client.local|null|RITM6174915
i-08d93d5a0c8fda430|GLUSVN-SD917947|m6a.xlarge|us-east-1a|vpc-557dde32|subnet-05d498409aae7bb4d|10.181.64.162|running|866919043554|2024-08-26 05:56:59|ami-0682548d431d9c2d7|APD|null|046374|DEV|Amazon Elastic compute cloud/CentrifyY|redhat/8|JOSYUSA1|null|null|null|EBS-NVS-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|Y|null|YES|04/24/2024|null|TIS|UTC:12/08/24-09:35:21-KASAVE1-restart-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|b353ce69-c28a-4e08-b1a8-eb75f389c218|vRealize_Automation_Build_Cloud_AWS_EC2_Instance|1.1|a101f858-95ec-4148-ba80-d1077e7f284a|novartis-rsb-gb, rsb-us-east-1, rsb-us-east-1a|3dfbd16f-95ad-4d01-890d-6f9b3631ce0b|47c71584455c665ec06e6f44e757d8d9d8751858-system-instance|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0-beb5f537-3b47-4ff0-908b-22e659c0cce1|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0|35a9b8c9-cf1c-4575-ab90-7bf49fce1412|provisioning-dogckdvonakwotar@provisioning-client.local|null|RITM6619790
i-06d0bc41d520c8046|GLUSVN-SD917898|t2.medium|us-east-1a|vpc-557dde32|subnet-05d498409aae7bb4d|10.181.64.113|stopped|866919043554|2024-08-29 12:31:18|ami-0682548d431d9c2d7|TIS|null|044344|DEV|Amazon Elastic compute cloud/CentrifyY|redhat/8|GUPTAA2E|null|null|null|EBS-NVS-D-35_GMTmin5|SCH-NVS-WRKDAYS&HOURS_EXTE04_GMTmin5|null|Y|null|YES|07/02/2024|null|TIS|null|null|null|null|null|null|null|null|null|null|null|null|null|null|aa565c3e-5779-4126-bf27-45dd9eb3b9d4|vRealize_Automation_Build_Cloud_AWS_EC2_Instance|1.6|331d8436-39ad-4cfd-aeb2-65d2437ac079|novartis-rsb-gb, rsb-us-east-1, rsb-us-east-1a|73adf11f-3684-4ff5-b649-1eb5319b2add|2f3d0b7cc84d38048ff7036086227a5564e785b2-system-instance|b77186de-45c4-4f35-ac97-c71f66a0ec4e-5caddc88-f7a5-4280-9bf7-e4b85bbba0e1|b77186de-45c4-4f35-ac97-c71f66a0ec4e|1001d94d-16e2-4cf9-a76b-d1ec1cfedaf4|provisioning-sea8m28wicisomdu@provisioning-client.local|null|RITM4785345
i-03fda192e191bfc86|GLUSVN-SD917394/ASG/ASG-GLASSBOX-ECSCLUSTER-USNV-DEV02-070|r6a.xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.111|running|866919043554|2024-05-05 07:53:27|ami-00ca41b56c53d7281|Commercial IT|430000474|046074|DEV|ASG|amazonlinux/2|SCURAED1|null|null|null|null|null|null|N|null|null|null|null|null|null|ECSAutoScalingGroup|GLASSBOX-ECS-NVSGISRSB-ECSEC2-CLUSTER-DEV02-070|ASG-GLASSBOX-ECSCLUSTER-USNV-DEV02-070|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0f9c16acb7652c878|GLUSVN-SD914496|g5.12xlarge|us-east-1b|vpc-557dde32|subnet-04a8e12e|10.181.0.225|stopped|866919043554|2024-07-08 05:57:34|ami-0682548d431d9c2d7|APD|null|045448|DEV|Amazon Elastic compute cloud/CentrifyY|redhat/8|MARATNI1|null|null|null|EBS-NVS-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|Y|null|YES|06/19/2024|null|TIS|null|null|null|null|null|null|null|null|null|null|null|null|null|null|b353ce69-c28a-4e08-b1a8-eb75f389c218|vRealize_Automation_Build_Cloud_AWS_EC2_Instance|1.1|a101f858-95ec-4148-ba80-d1077e7f284a|novartis-rsb-gb, rsb-us-east-1, rsb-us-east-1b|a81f6189-79e2-4fef-a3c8-db19d4d36d57|47c71584455c665ec06e6f44e757d8d9d8751858-system-instance|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0-beb5f537-3b47-4ff0-908b-22e659c0cce1|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0|35a9b8c9-cf1c-4575-ab90-7bf49fce1412|provisioning-dogckdvonakwotar@provisioning-client.local|null|RITM6932187
i-096ffff7810f6022b|GLUSVN-SD917411/ASG/ASG-AEBRAIN-CLUSTER-USNV-DEV01-004|m5.xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.128|running|866919043554|2024-07-01 09:47:06|ami-0685e1caa937573f1|NARAYSU3|868527|045448|DEV|ECSCluster|amazonlinux/2|STARIGR2|null|null|null|null|null|null|N|null|null|null|null|null|null|AEBRAINECSAutoScalingGroup2|AEBRAIN-ECS-NVSGISRSB-CL-USNV-DEV01-003|ASG-AEBRAIN-CLUSTER-USNV-DEV01-004|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-05747a733ae3f1005|GLUSVN-SD917447/ASG/ASG-AEBRAIN-CLUSTER-USNV-DEV01-003|m5.4xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.164|running|866919043554|2024-07-01 09:47:12|ami-0685e1caa937573f1|NARAYSU3|868527|045448|DEV|ECSCluster|amazonlinux/2|STARIGR2|null|null|null|null|null|null|N|null|null|null|null|null|null|AEBRAINECSAutoScalingGroup|AEBRAIN-ECS-NVSGISRSB-CL-USNV-DEV01-003|ASG-AEBRAIN-CLUSTER-USNV-DEV01-003|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-00af4b48e77665ece|GLUSVN-SD917374|r5.2xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.91|running|866919043554|2024-08-26 05:57:07|ami-0d7a0b54ff8248dfd|Technology and Infrastructure Service|null|043842|DEV|null|windows/2019|MAMIDCH1|null|null|null|EBS-NVS-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|null|null|YES|07/16/2024|null|TIS|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM7136691
i-0a5cef30cc58bddc2|GLUSVN-SD917517/ASG/ASG-F1MATILLION-APP01-USNV-POC01-916|m4.4xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.234|running|866919043554|2024-07-31 05:05:48|ami-0032df84c778cb444|SUNDASH6|1-42165.1.01|050495|DEV|EKS|amazonlinux/2|DENGFA3|null|null|null|null|null|null|null|null|null|null|null|null|null|NodeGroup|F1MATILLION-NVSGISRSB-EKS-NODESRVCUSVN-DEV01-016|ASG-F1MATILLION-APP01-USNV-POC01-916|null|null|null|EKS-F1MATILLION-APP01-USNV-POC01-901|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-043ea647aee640471|GLUSVN-SD917452/ASG/ASG-F1MATILLION-APP01-USNV-DEV01-901|m4.4xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.169|running|866919043554|2024-08-03 06:49:41|ami-0032df84c778cb444|SUNDASH6|1-42165.1.01|050495|DEV|EKS|amazonlinux/2|DENGFA3|null|null|null|null|null|null|N|null|null|null|null|null|null|NodeGroup|F1MATILLION-NVSGISRSB-EKS-NODESERVICEUSVN-DEV01-111|ASG-F1MATILLION-APP01-USNV-DEV01-901|null|null|null|EKS-F1MATILLION-APP01-USNV-DEV01-010|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-063d2bf4ebaf44711|GLUSVN-SD917315/ASG/ASG-F1MATILLION-APP01-USNV-DEV01-012|m4.4xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.32|running|866919043554|2024-08-05 20:01:18|ami-0a04874b0de11ab25|SUNDASH6|1-42165.1.01|050495|DEV|EKS|amazonlinux/2|DENGFA3|null|null|null|null|null|null|N|null|null|null|null|null|null|NodeGroup|F1MATILLION-NVSGISRSB-EKS-NODESERVICEUSVN-DEV01-012|ASG-F1MATILLION-APP01-USNV-DEV01-012|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-09aae69d33a7bf578|GLUSVN-SD917311/ASG/eks-NG-F1ATICS-EKSGPAPPOD-USNV-DEV01-001-26c67c74-6918-186c-ab96-9eca2cc40f6d|x1.16xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.28|running|866919043554|2024-08-13 09:24:17|ami-056291f390ba0ded7|SUNDASH6|1-41460.2|050495|DEV|null|amazonlinux/2|SUNDASH6|null|null|null|null|null|null|N|null|null|null|null|null|null|null|null|eks-NG-F1ATICS-EKSGPAPPOD-USNV-DEV01-001-26c67c74-6918-186c-ab96-9eca2cc40f6d|fleet-51a630ac-7395-61b4-06b0-8602ab24544a|lt-05e2f6d673c201a2a|1|EKS-F1DATAIKU-APP01-USNV-DEV01-0001|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-00f325ce298d29481|GLUSVN-SD917376|x2idn.32xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.93|running|866919043554|2024-08-26 05:57:16|ami-0682548d431d9c2d7|APD|null|050495|DEV|Amazon Elastic compute cloud/CentrifyY|redhat/8|SUNDASH6|null|null|null|EBS-NVS-H-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|Y|null|YES|08/13/2024|null|TIS|null|null|null|null|null|null|null|null|null|null|null|null|null|null|b353ce69-c28a-4e08-b1a8-eb75f389c218|vRealize_Automation_Build_Cloud_AWS_EC2_Instance|1.1|a101f858-95ec-4148-ba80-d1077e7f284a|novartis-rsb-gb, rsb-us-east-1, rsb-us-east-1b|2e4772b3-f200-42ed-8712-ccb9c12781c7|47c71584455c665ec06e6f44e757d8d9d8751858-system-instance|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0-beb5f537-3b47-4ff0-908b-22e659c0cce1|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0|35a9b8c9-cf1c-4575-ab90-7bf49fce1412|provisioning-dogckdvonakwotar@provisioning-client.local|null|RITM7230587
i-09398b11a25f82ccd|GLUSVN-SD917326|t2.2xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.43|running|866919043554|2024-08-26 05:57:25|ami-0682548d431d9c2d7|APD|null|050495|DEV|Amazon Elastic compute cloud/CentrifyY|redhat/8|SUNDASH6|null|null|null|EBS-NVS-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|Y|null|YES|08/13/2024|null|TIS|null|null|null|null|null|null|null|null|null|null|null|null|null|null|b353ce69-c28a-4e08-b1a8-eb75f389c218|vRealize_Automation_Build_Cloud_AWS_EC2_Instance|1.1|a101f858-95ec-4148-ba80-d1077e7f284a|novartis-rsb-gb, rsb-us-east-1, rsb-us-east-1b|f01f7cdc-6bfd-4eca-bcb7-00b8bdb6287e|47c71584455c665ec06e6f44e757d8d9d8751858-system-instance|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0-beb5f537-3b47-4ff0-908b-22e659c0cce1|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0|35a9b8c9-cf1c-4575-ab90-7bf49fce1412|provisioning-dogckdvonakwotar@provisioning-client.local|null|RITM7231306
i-07b3b910872d1f3b7|GLUSVN-SD917380/ASG/ASG-F1MATILLION-APP01-USNV-DEV01-901|m4.4xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.97|running|866919043554|2024-08-26 18:03:16|ami-0032df84c778cb444|SUNDASH6|1-42165.1.01|050495|DEV|EKS|amazonlinux/2|DENGFA3|null|null|null|null|null|null|N|null|null|null|null|null|null|NodeGroup|F1MATILLION-NVSGISRSB-EKS-NODESERVICEUSVN-DEV01-111|ASG-F1MATILLION-APP01-USNV-DEV01-901|null|null|null|EKS-F1MATILLION-APP01-USNV-DEV01-010|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0592c9aa215685bf2|GLUSVN-SD917337/ASG/ASG-F1MATILLION-APP01-USNV-DEV01-901|m4.4xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.54|running|866919043554|2024-08-29 07:53:01|ami-0032df84c778cb444|SUNDASH6|1-42165.1.01|050495|DEV|EKS|amazonlinux/2|DENGFA3|null|null|null|null|null|null|N|null|null|null|null|null|null|NodeGroup|F1MATILLION-NVSGISRSB-EKS-NODESERVICEUSVN-DEV01-111|ASG-F1MATILLION-APP01-USNV-DEV01-901|null|null|null|EKS-F1MATILLION-APP01-USNV-DEV01-010|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-03655d061efb78fac|GLUSVN-SD917429/ASG/ASG-F1MATILLION-APP01-USNV-DEV01-901|m4.4xlarge|us-east-1b|vpc-557dde32|subnet-00a8e12a|10.181.48.146|running|866919043554|2024-08-29 10:12:54|ami-0032df84c778cb444|SUNDASH6|1-42165.1.01|050495|DEV|EKS|amazonlinux/2|DENGFA3|null|null|null|null|null|null|N|null|null|null|null|null|null|NodeGroup|F1MATILLION-NVSGISRSB-EKS-NODESERVICEUSVN-DEV01-111|ASG-F1MATILLION-APP01-USNV-DEV01-901|null|null|null|EKS-F1MATILLION-APP01-USNV-DEV01-010|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-07078bf490c5210eb|GLUSVN-SD917868|t3.xlarge|us-east-1a|vpc-557dde32|subnet-05d498409aae7bb4d|10.181.64.83|running|866919043554|2024-08-26 05:57:34|ami-0682548d431d9c2d7|NX|null|048960|DEV|Amazon Elastic compute cloud/CentrifyY|redhat/8|KUMARM2S|null|null|null|EBS-NVS-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|Y|null|YES|08/02/2024|null|TIS|null|null|null|null|null|null|null|null|null|null|null|null|null|null|b353ce69-c28a-4e08-b1a8-eb75f389c218|vRealize_Automation_Build_Cloud_AWS_EC2_Instance|1.1|a101f858-95ec-4148-ba80-d1077e7f284a|novartis-rsb-gb, rsb-us-east-1, rsb-us-east-1a|f2c62712-58a4-41fc-a5c4-c5d2a6d9dad0|47c71584455c665ec06e6f44e757d8d9d8751858-system-instance|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0-beb5f537-3b47-4ff0-908b-22e659c0cce1|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0|35a9b8c9-cf1c-4575-ab90-7bf49fce1412|provisioning-dogckdvonakwotar@provisioning-client.local|null|RITM7172612
i-0a8835c06bcdc492b|GLUSVN-SD917835|t3a.small|us-east-1a|vpc-557dde32|subnet-05d498409aae7bb4d|10.181.64.50|running|866919043554|2024-08-26 05:57:43|ami-0682548d431d9c2d7|APD|null|050771|DEV|Amazon Elastic compute cloud/CentrifyY|redhat/8|DAVIECH3|null|null|null|EBS-NVS-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|Y|null|YES|08/22/2024|null|TIS|null|null|null|null|null|null|null|null|null|null|null|null|null|null|b353ce69-c28a-4e08-b1a8-eb75f389c218|vRealize_Automation_Build_Cloud_AWS_EC2_Instance|1.1|a101f858-95ec-4148-ba80-d1077e7f284a|novartis-rsb-gb, rsb-us-east-1, rsb-us-east-1a|1e801ce6-0a2d-4452-9289-25bc33d34ca6|47c71584455c665ec06e6f44e757d8d9d8751858-system-instance|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0-beb5f537-3b47-4ff0-908b-22e659c0cce1|ee701a78-6dcb-4c2c-bf7d-de2cdb8ec3d0|35a9b8c9-cf1c-4575-ab90-7bf49fce1412|provisioning-dogckdvonakwotar@provisioning-client.local|null|RITM7271442
i-03eaa2f1fba6ca838|GLUSVN-SD917602/ASG/ASG-GLASSBOX-ECSCLUSTER-USNV-DEV02-078|r6a.xlarge|us-east-1c|vpc-557dde32|subnet-a99aa3df|10.181.56.68|running|866919043554|2024-08-20 11:43:32|ami-00ca41b56c53d7281|Commercial IT|430000474|046074|DEV|ASG|amazonlinux/2|SCURAED1|null|null|null|null|null|null|N|null|null|null|null|null|null|ECSAutoScalingGroup|GLASSBOX-ECS-NVSGISRSB-ECSEC2-CLUSTER-DEV02-078|ASG-GLASSBOX-ECSCLUSTER-USNV-DEV02-078|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0dccf35c93eb7cdf7|GLUSVN-SD917601/ASG/ASG-F1MATILLION-APP01-USNV-DEV01-901|m4.4xlarge|us-east-1c|vpc-557dde32|subnet-a99aa3df|10.181.56.67|running|866919043554|2024-08-26 14:16:46|ami-0032df84c778cb444|SUNDASH6|1-42165.1.01|050495|DEV|EKS|amazonlinux/2|DENGFA3|null|null|null|null|null|null|N|null|null|null|null|null|null|NodeGroup|F1MATILLION-NVSGISRSB-EKS-NODESERVICEUSVN-DEV01-111|ASG-F1MATILLION-APP01-USNV-DEV01-901|null|null|null|EKS-F1MATILLION-APP01-USNV-DEV01-010|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0fee420171717cd40|GLUSVN-SD917585/ASG/eks-NG-F1ATICS-EKSGPAPPOD-USNV-DEV01-002-74c6d8e7-d2da-8c30-de5a-8c35170489a2|m5a.16xlarge|us-east-1c|vpc-557dde32|subnet-a99aa3df|10.181.56.51|running|866919043554|2024-08-28 15:21:34|ami-0100db724d8d582b3|SUNDASH6|1-41460.2|050495|DEV|null|amazonlinux/2|SUNDASH6|null|null|null|null|null|null|N|null|null|null|null|null|null|null|null|eks-NG-F1ATICS-EKSGPAPPOD-USNV-DEV01-002-74c6d8e7-d2da-8c30-de5a-8c35170489a2|fleet-6d9f2795-1c8c-eead-0eb8-2ba01c58ede2|lt-0fd230b41bbd6d2bc|1|EKS-F1DATAIKU-APP01-USNV-DEV01-0001|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-05accaf4017719a46|GLUSVN-SD917618/ASG/ASG-F1MATILLION-APP01-USNV-DEV01-901|m4.4xlarge|us-east-1c|vpc-557dde32|subnet-a99aa3df|10.181.56.84|running|866919043554|2024-08-28 23:05:53|ami-0032df84c778cb444|SUNDASH6|1-42165.1.01|050495|DEV|EKS|amazonlinux/2|DENGFA3|null|null|null|null|null|null|N|null|null|null|null|null|null|NodeGroup|F1MATILLION-NVSGISRSB-EKS-NODESERVICEUSVN-DEV01-111|ASG-F1MATILLION-APP01-USNV-DEV01-901|null|null|null|EKS-F1MATILLION-APP01-USNV-DEV01-010|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-7de2094c|GLGBLN-SD909074|t3a.micro|eu-west-1a|vpc-98ae49fc|subnet-13488777|10.185.0.74|running|866919043554|2024-08-26 00:38:56|ami-8b8c57f8|Technology and Infrastructure Service|868914|043745|DEV|Amazon Elastic Compute Cloud/CentrifyY|redhat/7.9|DIVOUDE1/WIDERRA1|null|null|null|EBS-AWSBKP-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|YES|11/30/2016|null|TIS|UTC:15/01/24-14:23:56-MEHARPR2-start-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM5858658
i-afac9247|GLGBLN-SD909119|t3a.micro|eu-west-1a|vpc-98ae49fc|subnet-13488777|10.185.0.119|running|866919043554|2024-08-26 00:39:05|ami-17a5fb64|Technology and Infrastructure Service|868914|043745|DEV|Amazon Elastic Compute Cloud/CentrifyY|redhat/7.9|DIVOUDE1/WIDERRA1|null|null|null|EBS-AWSBKP-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|YES|02/03/2020|null|TIS|UTC:15/01/24-14:23:56-MEHARPR2-start-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM5858658
i-0a3443314d7cc9045|GLGBLN-SD909235|m6a.large|eu-west-1a|vpc-98ae49fc|subnet-13488777|10.185.0.235|running|866919043554|2024-02-28 13:39:27|ami-f1624c82|Technology and Infrastructure Service|868914|043745|DEV|Amazon Elastic Compute Cloud/CentrifyN|amazonlinux/1|DIVOUDE1/WIDERRA1|null|null|null|EBS-AWSBKP-D-35_GMT|NOT_REQUESTED|null|A|EXC_NVS-EC2-EXC031_NA_RITM6593557_20241231/EXC_NVS-EC2-EXC012_NA_RITM6593557_20241231|NO|01/04/2017|null|PUC|UTC:28/02/24-13:38:22-RAJENKA6-restart-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|ANTALJA2-ADT-SRVR|null
i-09cf8aae76e49f820|GLGBLN-SD909173|t3a.micro|eu-west-1a|vpc-98ae49fc|subnet-13488777|10.185.0.173|running|866919043554|2024-08-26 00:39:15|ami-3f4e7859|Technology and Infrastructure Service|868914|043745|DEV|Amazon Elastic Compute Cloud/CentrifyY|redhat/7.9|DIVOUDE1/WIDERRA1|null|null|null|EBS-AWSBKP-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|Y|null|YES|07/05/2017|null|TIS|UTC:15/01/24-14:23:56-MEHARPR2-start-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM5858658
i-0c30be2cfb3282fb1|GLGBLN-SD909225|t3a.micro|eu-west-1a|vpc-98ae49fc|subnet-13488777|10.185.0.225|running|866919043554|2024-08-26 00:39:24|ami-fa6bf583|Technology and Infrastructure Service|CIS0024|043745|DEV|Amazon Elastic Compute Cloud|redhat/7.9|DIVOUDE1/WIDERRA1|null|null|null|EBS-AWSBKP-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|YES|08/28/2021|null|TIS|UTC:15/01/24-14:23:56-MEHARPR2-start-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM5858658
i-0068636106b6be38a|GLGBLN-SD911500|m6a.large|eu-west-1a|vpc-98ae49fc|subnet-1948877d|10.185.48.241|running|866919043554|2024-08-26 00:39:34|ami-ae6111d7|Technology and Infrastructure Service|868914|043745|DEV|Amazon Elastic Cloud Compute/EMC Target|redhat/7.9|DIVOUDE1/WIDERRA1|null|null|null|EBS-AWSBKP-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|YES|12/14/2018|null|TIS|UTC:22/01/24-05:23:04-GUDDOSA1-start-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM5858658
i-0334d9d5c16f4d464|GLGBLN-SD910753|t3a.medium|eu-west-1a|vpc-98ae49fc|subnet-1d488779|10.185.24.247|running|866919043554|2024-08-26 00:39:43|ami-ae6111d7|TechOps / QA IT|IO:430000246|045385|DEV|ApacheWebserver/CentrifyY|redhat/7.9|KULESSZ1|null|null|null|EBS-AWSBKP-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|YES|05/30/2019|null|TIS|UTC:15/05/24-07:01:16-JONNAHE1-start-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM5882024
